0.87706592 0.88265827
0.2093219 0.9685985
0.5572258 0.9853857
0.5409262 0.9866509
0.3875026 0.9013378
0.7111095 0.9586743
0.4564736 0.9849011
0.3387624 0.972411
0.6948285 0.960802
0.7137201 0.9499815
0.231917 0.9505137
0.4399063 0.9964177
0.5967193 0.9855254
0.3323419 0.9196932
0.5196625 0.9969104
0.2560972 0.9020336
0.4186966 0.9883325
0.3039835 0.9587993
0.6238951 0.9530799
0.6807799 0.9856335
0.6279087 0.9963032
0.4478658 0.9783763
0.3588906 0.8477756
0.7996096 0.890364
0.5692237 0.9841685
0.5897831 0.9789544
0.2720086 0.9192025
0.6791212 0.9672628
0.335288 0.9045918
0.6048715 0.9706317
0.7076421 0.9598517
0.4961034 0.9998788
0.4631123 0.9939453
0.4190092 0.9876762
0.1171382 0.9224021
0.3638362 0.92548
0.5448019 0.9840083
0.4088152 0.9840613
0.6445241 0.959409
0.304529 0.9659806
0.06658496 0.7942087
0.6561636 0.9867404
0.4266103 0.9630535
0.4743792 0.9947642
0.8030996 0.9686133
0.2400864 0.9350788
0.6566219 0.9651889
0.3245521 0.8970498
0.6566547 0.9712366
0.6431606 0.9600675
0.5505449 0.9796663
0.6257624 0.9725569
0.6783471 0.9768475
0.6246525 0.966234
0.2393805 0.9159399
0.8129107 0.887732
0.1607035 0.7538849
0.736403 0.8878776
0.5529961 0.9917558
0.5192575 0.9970354
0.3175363 0.9419853
0.3286871 0.9632814
0.6074292 0.943982
0.5834307 0.9827436
0.3208693 0.8904998
0.4177904 0.9688293
0.1512387 0.9273338
0.6945127 0.9545267
0.5564792 0.9927442
0.2899577 0.9882599
0.7904653 0.9618311
0.5761405 0.954159
0.5047511 0.9998218
0.7185283 0.9342253
0.5508773 0.9810017
0.3905993 0.971782
0.4204839 0.9500582
0.4441405 0.9751963
0.736011 0.8449773
0.3602462 1.002638
0.7696673 0.9833197
0.4702168 0.9938147
0.709203 0.964101
0.2743744 0.9363063
0.5111864 0.9989994
0.4444861 0.9839126
0.1057503 0.6957932
0.6223125 0.9543814
0.5153741 0.99811
0.5382092 0.9883546
0.3764836 0.9599534
0.1470787 0.834838
0.8363524 0.9054135
0.7402382 0.9007687
0.6598051 0.9460002
0.5562702 0.9748309
0.7416591 0.897522
0.7089905 0.9485502
0.4417874 0.9874549
0.5164723 0.9978305
0.5089481 0.9993596
0.3558763 0.9697795
0.4365264 0.9680298
0.2030595 0.9879312
0.411539 0.9773311
0.3811976 0.9840314
0.2381992 0.8799552
0.2303365 0.9890204
0.6868061 0.9943135
0.6170232 0.9133362
0.4611332 0.9879515
0.6114529 0.9179437
0.4964511 0.9999066
0.6947033 0.8251753
0.3779037 0.9450546
0.7070074 0.9176331
0.4469126 0.9823261
0.4814211 0.9972405
0.8622378 0.9690262
0.1610387 0.8492433
0.595733 0.9529865
0.259593 0.9708365
0.2650097 0.9328744
0.3272598 0.8536064
0.624464 0.9816927
0.7541232 0.9932546
0.1532016 0.8659444
0.8130349 0.9138433
0.4105607 0.9760272
0.2943122 0.9560881
0.367207 0.9421538
0.1435186 0.9191988
0.3284883 0.9296599
0.4654373 0.9904663
0.2231776 0.9458509
0.3374707 0.9337847
0.1806569 0.8026327
0.7442305 0.9185883
0.6132988 0.9627517
0.7361362 0.9258408
0.519144 0.9970702
0.6322781 0.9895827
0.2136082 0.9329079
0.6608036 0.921398
0.6560791 0.9427722
0.6262339 0.8789001
0.8738077 0.8732398
0.7033025 0.9843457
0.2639692 0.933382
0.1997305 0.9638065
0.6638638 0.9173882
0.3767935 0.9266157
0.4836884 0.9978765
0.3162246 0.8302298
0.09849782 0.9125913
0.7236053 0.9731673
0.6738365 0.9816172
0.4486443 0.9790121
0.3516972 0.8327996
0.896038 0.760227
0.3001306 0.9698342
0.581517 0.9803065
0.3907831 0.984337
0.2409405 0.9552452
0.5138996 0.9984552
0.6441893 0.9588806
0.6774475 0.9194407
0.316809 0.885715
0.3869263 0.9898029
0.5705512 0.977078
0.5611225 0.9703377
0.5087284 0.9993908
0.6822327 0.9558862
0.1925855 0.8914644
0.4293496 0.9636798
0.579953 0.9962603
0.2861873 0.9551036
0.6272702 0.9150018
0.2135576 0.902023
0.2047581 0.8845759
0.4872135 0.9986926
0.4277328 0.9954219
0.4748383 0.9949415
0.519121 0.9970812
0.3380833 0.9107532
0.4637941 0.9895627
0.4211786 0.9677706
0.4725191 0.9946247
0.6189006 0.9907201
0.3482171 0.9208932
0.6767043 0.9566034
0.6688261 0.9993245
0.5545577 0.9818113
0.3410826 0.9736714
0.5787228 0.9847404
0.5598092 1.00052
0.6449702 0.9562142
0.7819639 0.8122142
0.723532 0.9797108
0.6643425 0.9967819
0.5669139 0.9645044
0.1862069 0.8575829
0.625217 0.8931082
0.7271409 0.8886581
0.5089064 0.9993735
0.7271008 0.9662193
0.3600704 0.963144
0.5338749 0.9908425
0.4898536 0.9991766
0.4578897 0.9858654
0.4826703 0.9976213
0.5480612 0.9816097
0.3944354 0.9699396
0.289634 0.8607327
0.4400733 0.9798571
