 0.87706592  0.76280614
 0.6092326  0.9779065
 0.56776  0.9914477
 0.6278282  0.9698514
 0.4193764  0.987911
 0.6948285  0.9311745
 0.383099  0.974731
 0.4136398  0.9861402
 0.5967193  0.9826424
 0.6735427  0.9450459
 0.4186966  0.9877074
 0.7189414  0.9137789
 0.4734434  0.9986822
 0.6279087  0.9698139
 0.6817722  0.9398524
 0.3197972  0.9408595
 0.5692237  0.9910757
 0.4802548  0.9992713
 0.4165601  0.9870565
 0.335288  0.950377
 0.517488  0.9994284
 0.7529729  0.886367
 0.4631123  0.9974588
 0.72819  0.9066514
 0.538339  0.9972552
 0.5448019  0.9962534
 0.2793459  0.9124776
 0.5409044  0.9968761
 0.06658496  0.6977283
 0.4439761  0.9941468
 0.277373  0.9109681
 0.8030996  0.8404726
 0.2515204  0.8901695
 0.5339924  0.9978417
 0.6566547  0.9550193
 0.287487  0.9185863
 0.4780936  0.9991031
 0.6783471  0.9420401
 0.3111762  0.9352316
 0.4655629  0.9977849
 0.2723883  0.9071043
 0.4353242  0.9922059
 0.3175363  0.9394061
 0.2727928  0.9074205
 0.5487218  0.9955704
 0.3208693  0.9415429
 0.1492471  0.7916093
 0.8242227  0.8193836
 0.5564792  0.9940515
 0.7469335  0.8914653
 0.4995788  0.9999997
 0.5047511  0.9999578
 0.6847845  0.9378976
 0.1555843  0.7983659
 0.4204839  0.9882391
 0.1603203  0.8033664
 0.6407167  0.9635673
 0.7696673  0.8717743
 0.8225567  0.8210814
 0.1299179  0.7705631
 0.5111864  0.9997661
 0.4717205  0.9985058
 0.152634  0.7952296
 0.5153741  0.9995582
 0.8033313  0.8402467
 0.8363524  0.8068541
 0.4063778  0.9837284
 0.6978638  0.9290814
 0.7416591  0.8958371
 0.6284907  0.9695423
 0.3122395  0.9359384
 0.5089481  0.9998503
 0.7639564  0.8768474
 0.4851996  0.9995905
 0.198271  0.8418074
 0.6868061  0.9365697
 0.2879925  0.9189592
 0.4667018  0.9979289
 0.4964511  0.9999765
 0.3114627  0.9354224
 0.28451  0.9163751
 0.4469126  0.994743
 0.3478383  0.9575149
 0.595733  0.982992
 0.4948404  0.9999502
 0.624464  0.9713978
 0.257112  0.8948253
 0.8376944  0.80545
 0.4105607  0.9851408
 0.4368706  0.992573
 0.3636604  0.9657651
 0.3284883  0.9462944
 0.2385773  0.8790713
 0.2441822  0.8839317
 0.1806569  0.8243399
 0.2012913  0.8447337
 0.2009579  0.8444117
 0.519144  0.999315
 0.8093504  0.8343324
 0.5382722  0.9972647
 0.6560791  0.9553427
 0.4745964  0.9987941
 0.236085  0.8768839
 0.2639692  0.9004178
 0.3773487  0.9722149
 0.3763905  0.9717844
 0.4836884  0.9995027
 0.5825047  0.9873434
 0.4531838  0.9959095
 0.6738365  0.9448643
 0.3160852  0.9384649
 0.3334851  0.9493091
 0.3001306  0.9276829
 0.8472986  0.7953013
 0.4220044  0.9886824
 0.5138996  0.9996389
 0.5303178  0.9982828
 0.6941274  0.931654
 0.3869263  0.9763417
 0.2708391  0.905889
 0.8668691  0.7741053
 0.6822327  0.9395554
 0.6301496  0.9687615
 0.5929596  0.9839564
 0.2861873  0.9176241
 0.5385902  0.9972191
 0.4920322  0.9998813
 0.4872135  0.9996944
 0.5789052  0.9884183
 0.7679695  0.8732912
 0.3380833  0.9520117
 0.6938049  0.931874
 0.7263204  0.9081121
 0.6189006  0.9738691
 0.438453  0.9929395
 0.4911207  0.9998526
 0.5545577  0.9944484
 0.590534  0.9847772
 0.6449702  0.9613694
 0.3828461  0.9746228
 0.4584043  0.9967697
 0.5669139  0.9916592
 0.4094573  0.9847743
 0.7884032  0.8545603
 0.5089064  0.9998517
 0.744551  0.8934495
 0.543176  0.99652
 0.4898536  0.9998075
 0.4615331  0.9972368
 0.3944354  0.9793522
 0.5918058  0.9843494
 0.8339239  0.8093861
 0.4630295  0.9974474
 0.2985477  0.9265704
 0.3077879  0.9329561
 0.4715385  0.9984865
 0.398711  0.9809773
 0.2966642  0.9252368
 0.6761894  0.9433992
 0.07436054  0.7069379
 0.785074  0.8576815
 0.6124273  0.9766087
 0.1961598  0.8397498
 0.7371417  0.8995206
 0.6291169  0.9692487
 0.3798893  0.9733407
 0.5496906  0.9953929
 0.4204077  0.9882167
 0.7082075  0.9217378
 0.4728998  0.9986277
 0.4829425  0.9994562
 0.4699338  0.9983112
 0.128354  0.7688328
 0.5853725  0.9864535
 0.4110562  0.9853039
 0.7471092  0.8913184
 0.4144446  0.9863958
 0.5596071  0.9933763
 0.6532986  0.9568897
 0.06658108  0.6977237
 0.1904303  0.8341154
 0.7070903  0.9225465
 0.348622  0.9579434
 0.5483583  0.9956362
 0.483755  0.9995067
 0.8092106  0.8344707
 0.1984195  0.8419518
 0.1615731  0.8046822
 0.6054535  0.9793953
 0.5602498  0.9932332
 0.5233654  0.9989798
 0.58305  0.9871765
 0.6489538  0.9592557
 0.7098759  0.9205232
 0.8188558  0.8248321
 0.8855035  0.7533336
 0.5262054  0.9987168
 0.2251212  0.8670728
 0.2722857  0.907024
 0.2949373  0.9240047
 0.4618312  0.9972795
 0.332287  0.9485937
 0.3953985  0.9797239
 0.5069016  0.999911
 0.8104101  0.8332829
 0.4921315  0.9998843
 0.7159106  0.9160606
 0.5157336  0.9995373
 0.2622346  0.8990154
 0.3495874  0.9584683
 0.4496156  0.9952636
 0.5767006  0.9890534
 0.5639719  0.9923741
 0.3713538  0.9694695
 0.5753142  0.9894437
 0.5896506  0.9850709
 0.4164405  0.9870196
 0.6145578  0.9757232
 0.6800959  0.9409277
 0.5937035  0.9837004
