0.70824499 0.7620538
0.5814918 0.9405731
0.4995955 0.9999984
0.5379018 0.9858888
0.4469633 0.9724995
0.607994 0.8933377
0.6820763 0.7832266
0.2656779 0.6999556
0.3291266 0.7813607
0.168365 0.4355822
0.5907821 0.9208424
0.05776203 0.1441022
0.7847845 0.5732966
0.7319283 0.6887077
0.3367228 0.8069925
0.5197369 0.9961603
0.8025958 0.5179469
0.2587537 0.6247407
0.5185145 0.9966207
0.5628051 0.9662602
0.4405811 0.9672919
0.555436 0.9699781
0.7578943 0.5391365
0.0907879 0.2259693
0.5666211 0.9568309
0.5300039 0.9911471
0.7288898 0.675715
0.5135656 0.9981848
0.7081936 0.6588749
0.5899031 0.938586
0.3013774 0.7722679
0.6596346 0.8227451
0.3683338 0.8632713
0.5050845 0.9997449
0.6127705 0.8807116
0.2627126 0.6745778
0.7876635 0.4891743
0.1454324 0.3851347
0.4645891 0.9876754
0.2749167 0.7072007
0.6959417 0.7222476
0.8111391 0.5056727
0.9076606 0.2187829
0.3650668 0.8554196
0.4214131 0.9586267
0.5111908 0.9987665
0.1016267 0.2542492
0.2616362 0.6811234
0.4671496 0.9895707
0.3889187 0.883091
0.8254986 0.45251
0.4632934 0.9896297
0.5462577 0.9853554
0.7282344 0.6781501
0.4860911 0.9980919
0.6494225 0.8083954
0.1669518 0.4094574
0.3058574 0.7569906
0.7622142 0.613717
0.336389 0.8110091
0.2117092 0.5632701
0.4049822 0.9343348
0.2067791 0.5190393
0.486618 0.9983823
0.6627874 0.7639843
0.6423066 0.8685315
0.6558267 0.8449459
0.7990382 0.5350892
0.3008868 0.7323695
0.823686 0.4623041
0.4678306 0.9900048
0.5344643 0.9883696
0.4187803 0.9418034
0.7001612 0.7429809
0.4155421 0.9392982
0.6114953 0.8980141
0.2562561 0.6392746
0.8368451 0.419661
0.3137539 0.7659305
0.1771762 0.4741851
0.1119529 0.2880856
0.3721218 0.8581123
0.1750402 0.4078721
0.2692463 0.6808704
0.7775917 0.5105352
0.7844779 0.4678696
0.2319309 0.5814056
0.3632789 0.8834345
0.5165236 0.9973078
0.5895929 0.9391161
0.413283 0.9388225
0.6507255 0.830358
0.2463959 0.6413186
0.6886404 0.7904838
0.5389285 0.9858303
0.3759177 0.9046352
0.2432267 0.6282593
0.7346967 0.6899335
0.3071203 0.7740084
0.5895912 0.9474624
0.6184734 0.9132958
0.1888742 0.4884134
0.1208652 0.3176581
0.6626658 0.7896799
0.5941709 0.9311285
0.3117733 0.7881003
